약국명,대표전화,도로명주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일,구분
다모아약국,031-866-4450,"경기도 양주시 옥정로 196, 111호 (옥정동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-,주간
행복온누리약국,031-232-8646,"경기도 수원시 권선구 동수원로177번길 40 2층 (권선동, 수원아이파크시티8단지)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,-,-,-,주간
해든약국,031-314-7764,"경기도 시흥시 비둘기공원1길 23, 유영빌딩 103호 (대야동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~13:00,-,-,주간
조은약국,031-853-7022,경기도 의정부시 장곡로 554 103호 신곡동 광장빌딩 (신곡동),08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~16:00,-,-,주간
옵티마명성약국,031-333-7049,경기도 용인시 처인구 모현면 문현로 142,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,주간
돌고래약국,031-431-2018,"경기도 시흥시 배곧4로 32-9, 골든프라자 108호 (정왕동)",08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,-,-,08:30~15:00,주간
오남리약국,031-574-3349,"경기도 남양주시 오남읍 진건오남로 517,",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~14:00,-,-,주간
서진약국,031-861-4205,경기도 의정부시 신흥로 362 (가능동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,주간
한우리약국,031-462-5453,"경기도 의왕시 부곡시장길 40, (삼동)",09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,-,09:00~16:00,주간
홍약국,031-373-7763,"경기도 오산시 역광장로 55, 동일빌딩 1층 102,103호 (오산동)",09:00~20:00,09:00~20:00,09:00~20:00,14:00~20:00,09:00~20:00,-,-,-,주간
자민약국,031-376-7558,"경기도 오산시 내삼미로 93, 1층 108호 (수청동)",08:00~20:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,08:00~16:00,-,09:00~13:00,주간
세교엘약국,031-376-8997,"경기도 오산시 내삼미로79번길 19, 102,103호 (수청동)",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~16:00,-,-,주간
팜약국,031-313-7764,"경기도 시흥시 수인로 3378, 1층 (신천동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~14:30,-,-,주간
365조은약국,031-403-1178,"경기도 시흥시 목감중앙로 47, 골든프라자 101호 (조남동)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,-,-,09:00~18:00,주간
송탄효자약국,031-666-5449,경기도 평택시 탄현로 317 (신장동),09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~17:00,-,09:00~15:00,주간
혜우약국,031-652-0826,"경기도 평택시 만세로 1839, 아이메듀타워 1층 103호 (비전동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,주간
봄봄온누리약국,031-654-1377,"경기도 평택시 중앙로 96, 101, 102호 (합정동)",08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~20:00,-,08:30~15:00,주간
광장약국,031-375-8747,경기도 오산시 대원로 2 (원동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,-,주간
수약국,031-403-0705,"경기도 안산시 단원구 초지동로 35, 지하1층 (초지동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,-,-,-,주간
이상희한약국,031-403-2989,"경기도 안산시 단원구 화랑로 408, 110호 (고잔동, 블루빌타운)",09:30~19:30,09:30~19:30,09:30~19:30,09:30~19:30,09:30~19:30,09:30~14:00,-,-,주간
두물머리약국,031-771-5177,"경기도 양평군 양서면 목왕로 55-1, 1층 (양서면)",10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~18:00,-,-,주간
가나약국,031-796-0095,"경기도 하남시 미사강변대로 84, 미사탑프라자 110호 (풍산동)",10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,16:00~21:00,16:00~21:00,-,주간
하나팜약국,031-989-7354,"경기도 김포시 돌문로 50-20, 102호 (사우동, 로얄프라자)",08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~15:30,-,-,주간
건강플러스약국,031-574-8796,"경기도 남양주시 진접읍 해밀예당1로 30-9, 110호 (진접읍)",09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,-,-,-,주간
메디칼약국,031-482-0353,"경기도 안산시 단원구 예술대학로 9, 보배프라자 301호 (고잔동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~15:30,-,-,주간
김포도담약국,031-987-5936,"경기도 김포시 김포한강7로 71, 2층 (구래동, 이마트김포한강점)",10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,주간
서울약국,031-264-5789,"경기도 용인시 수지구 수지로 124, 성복스퀘어/근린생활시설 107호 (성복동)",08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,-,-,08:30~15:00,주간
다정약국,02-2060-3371,경기도 광명시 오리로 960 (광명동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,09:00~20:00,주간
화평약국,031-986-5540,"경기도 김포시 고촌읍 인향로24번길 78, 1층 4호",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,09:00~13:00,09:00~13:00,주간
도농백세약국,031-566-7765,"경기도 남양주시 도농로 29, 부영프라자 105호 (다산동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,-,09:00~23:00,주간
성포대한약국,031-481-8975,"경기도 안산시 상록구 예술광장1로 124, 선경프라자 1층 105,106호 (성포동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,09:00~17:00,09:00~13:00,주간
희망약국,031-832-0399,경기도 연천군 전곡읍 전곡로 146 (전곡읍),08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~18:00,10:00~19:00,-,주간
팜코리아약국,031-281-2935,경기도 용인시 기흥구 구갈로60번길 1,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:30,17:30~19:30,-,주간
상록메디칼약국,031-407-8270,경기도 안산시 상록구 석호로 288,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~16:00,-,-,주간
새시대약국,031-245-4119,"경기도 수원시 팔달구 동말로48번길 6, (화서동)",08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~22:30,-,10:00~14:00,주간
한마음약국,031-217-7591,"경기도 수원시 팔달구 팔달문로 156-1, 1층 1호 (우만동,상가)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~18:00,-,-,주간
신한약국,031-213-5553,경기도 수원시 팔달구 중부대로 169,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,주간
김포수약국,031-984-2767,"경기도 김포시 중봉1로 12, 102-1호 (감정동, 이삼메디칼센타)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~17:00,-,10:00~13:00,주간
수온누리약국,031-998-2521,"경기도 김포시 태장로 808, 105,106호 (장기동, 송호프라자)",08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,09:00~15:00,-,09:00~15:00,주간
마더스약국,031-988-9414,경기도 김포시 김포한강4로 131,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,11:00~13:00,-,주간
나우약국,031-983-3855,경기도 김포시 돌문로 98-4 (사우동),09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:30,-,09:00~13:00,주간
소하제일약국,02-897-8871,"경기도 광명시 소하로 86, 1층 108호 (소하동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-,주간
약손온누리약국,031-996-5577,경기도 김포시 감암로 7,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~15:00,-,-,주간
새한빛약국,031-998-8345,"경기도 김포시 중봉1로 51, 1층 (감정동)",08:00~18:00,08:00~18:00,08:00~13:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-,주간
위드유온누리약국,031-981-9902,"경기도 김포시 전원로 1, 106호 (장기동, 메디프라자)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~16:00,-,09:00~13:00,주간
건강약국,031-421-3707,"경기도 안양시 동안구 동편로 6, 110호 (관양동, 스마트프라자)",09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~19:00,-,-,주간
건인약국,031-423-1185,경기도 안양시 동안구 인덕원로24번길 56 (관양동),10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,-,-,주간
기원약국,031-454-6872,"경기도 안양시 동안구 시민대로327번길 6, 111호 (관양동, W에이스타워)",09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~17:00,-,-,주간
뉴키즈맘약국,031-383-9961,"경기도 안양시 동안구 관악대로 272, A-117호 (비산동, 키즈맘센터)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-,주간
다사랑약국,031-423-5125,경기도 안양시 동안구 관악대로 472 (관양동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,09:00~17:00,주간
닥터주약국,031-450-3858,"경기도 안양시 동안구 벌말로 126, 119호 (관양동, 오비즈타워)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,주간
대학당약국,031-453-5454,"경기도 안양시 동안구 경수대로 556, 1층 (호계동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,-,09:00~21:00,주간
동문약국,031-424-6730,경기도 안양시 동안구 흥안대로 525 (관양동),09:30~21:00,09:30~21:00,09:30~21:00,09:30~21:00,09:30~21:00,09:30~19:00,-,15:00~21:00,주간
동편약국,031-426-1119,"경기도 안양시 동안구 동편로 136, 106호 (관양동, 경진빌딩)",09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,-,-,주간
두리약국,031-423-7570,"경기도 안양시 동안구 흥안대로 458, 203호 (평촌동, 평촌메가타운)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-,주간
뜰약국,070-8886-2587,"경기도 안양시 동안구 관악대로 104, 2층 (비산동, 리홈안양이마트)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,-,-,-,주간
본약국,031-421-5810,"경기도 안양시 동안구 흥안대로456번길 11, 105호 (평촌동, 본프라자상가)",08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~16:00,-,-,주간
샘깊은약국,031-422-0852,"경기도 안양시 동안구 흥안대로 528, 103호 (관양동, 타워빌딩)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-,주간
선한약국,031-296-5046,"경기도 수원시 권선구 금호로 20-1, 1층 (호매실동)",09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~15:00,-,-,주간
성애약국,031-422-0927,경기도 안양시 동안구 흥안대로517번길 34 (관양동),09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,-,09:00~23:00,주간
성원약국,070-8833-1704,"경기도 안양시 만안구 경수대로 1426, 2층 (석수동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,-,-,주간
세경온누리약국,031-476-0218,"경기도 안양시 동안구 달안로 112, 101-1호 (관양동, 한가람세경상가)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-,주간
세명약국,031-421-7623,경기도 안양시 동안구 흥안대로 313 (평촌동),08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,-,-,주간
소망약국,031-383-7942,"경기도 안양시 동안구 평촌대로211번길 16, 110호 (호계동, 삼희월드프라자)",09:00~17:00,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~20:30,-,09:00~13:00,주간
수약국,031-457-2220,"경기도 안양시 동안구 경수대로 428, 덕유파크 3층 314호 (호계동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,10:00~14:00,주간
스마일약국,031-387-0560,"경기도 안양시 동안구 평촌대로 142, 203호 (평촌동, 트윈마트)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,09:00~12:00,주간
신덕천약국,031-446-4278,경기도 안양시 동안구 관악대로 72 (비산동),09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-,주간
신세계온누리약국,031-464-0369,"경기도 안양시 동안구 임곡로 62, 116호 (비산동, 임곡프라자)",08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~20:00,-,-,주간
아름약국,031-388-0557,"경기도 안양시 동안구 학의로 282, 금강펜테리움IT타워 1층 123호 (관양동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,-,09:30~23:00,주간
안성시장약국,031-676-5808,경기도 안성시 장기로 35 (인지동),08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:30~22:00,주간
안세약국,031-421-3720,"경기도 안양시 동안구 관악대로 349, 1층 (관양동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,09:00~22:00,주간
오얏봉약국,031-388-3212,"경기도 안양시 동안구 관평로170번길 33, 107호 (관양동, 평촌주공공이)",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,-,-,-,주간
옵티마나라약국,031-381-2631,"경기도 안양시 동안구 동안로 120, 510호 (호계동, 올림픽스포츠센터)",08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~16:00,-,-,주간
우리약국,031-381-0828,"경기도 안양시 동안구 동안로 11, 1층 (호계동, 무궁화코오롱상가)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,09:00~19:00,주간
우리약국,031-858-0064,"경기도 양주시 회정로 114, 금강프라자 112호 (덕정동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,-,주간
웰빙프라자약국,031-381-8284,"경기도 안양시 동안구 평촌대로 131, 101호 (호계동, 아카데미센터)",09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,-,-,주간
은혜약국,031-421-1128,"경기도 안양시 동안구 관악대로 480, 107호 (관양동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,08:30~17:00,-,-,주간
인덕그린프라자약국,031-425-9293,"경기도 안양시 동안구 관악대로 488, 114호 (관양동, 창덕에버빌)",09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~16:00,-,-,주간
정다운약국,031-235-1090,"경기도 수원시 권선구 세류로 32, 1층 102-1호 (세류동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,주간
정수약국,031-453-8253,경기도 안양시 동안구 포도원로 27 (호계동),09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-,주간
정오약국,031-387-7718,경기도 안양시 동안구 관평로 327 (관양동),09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~18:00,-,-,주간
조은약국,031-541-7359,"경기도 포천시 소흘읍 송우로 65, 메듀파크 105호 (소흘읍)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,-,-,-,주간
즐거운약국,031-422-9248,"경기도 안양시 동안구 부림로 48, 112호 (평촌동, 초원럭키상가)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,주간
참좋은약국,031-388-7114,"경기도 안양시 동안구 시민대로 175 (비산동, 동안프라자 304호)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,11:30~13:00,-,주간
천일약국,031-387-6323,"경기도 안양시 동안구 귀인로 213 (평촌동, 현대5차상가 115호)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~17:00,-,-,주간
태경약국,031-382-5219,"경기도 안양시 동안구 흥안대로 396, 103호 (평촌동, 강윤빌딩)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~16:00,-,-,주간
편한약국,031-452-7030,"경기도 안양시 동안구 경수대로 430, 상가A동 107일부호 (호계동, 호계e-편한세상아파트)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:30,-,-,주간
평촌광장약국,031-388-3371,"경기도 안양시 동안구 관평로182번길 53, 108~110호 (관양동, 광장빌딩)",08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,-,-,주간
평촌수약국,031-387-3375,"경기도 안양시 동안구 시민대로 214, 104호 (호계동, 다운타운)",09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~16:30,09:00~13:00,-,주간
평촌종로약국,031-385-9600,"경기도 안양시 동안구 평촌대로 141 (호계동, 트윈프라자 1층)",09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,-,09:00~21:00,주간
한독약국,031-452-3127,경기도 안양시 동안구 경수대로 707 (호계동),08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~14:00,-,09:00~18:00,주간
한마음약국,031-383-2308,"경기도 안양시 동안구 관악대로 165, 102호 (비산동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,-,-,주간
한사랑약국,031-384-4007,"경기도 안양시 동안구 관평로 312, 1층 (관양동, 삼진빌딩)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-,주간
한소망약국,031-421-8777,"경기도 안양시 동안구 흥안대로 378, 101호 (평촌동, 서울안과빌딩)",09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,09:00~16:00,-,-,-,주간
해그린약국,031-452-7999,"경기도 안양시 동안구 경수대로 609, 203호 (호계동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,주간
해맑은약국,031-456-3134,"경기도 안양시 동안구 엘에스로 45, 110호 (호계동, 대영골든타워)",08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,-,-,주간
혜준온누리약국,031-423-7963,"경기도 안양시 동안구 흥안대로 519, 304호 (관양동,아이퍼스트타워)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~15:30,-,-,주간
호계온누리약국,031-477-7551,"경기도 안양시 동안구 경수대로 430, 22상가동 105호 (호계동, 호계이편안아파트상가)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-,주간
홈타운약국,031-459-0777,"경기도 안양시 동안구 경수대로 462, 125호 (호계동, 호계2차현대홈타운상가)",09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:00,-,-,주간
마송서울약국,031-987-1016,경기도 김포시 통진읍 조강로 49-1,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,09:00~17:00,주간
화정종로약국,031-966-7254,"경기도 고양시 덕양구 화정로 53, 403호 (화정동,새롬프라자)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,주간
해맑은약국,031-795-3439,"경기도 하남시 신장로 152, 3층 (덕풍동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~16:00,08:30~13:00,-,주간
수인약국,031-734-0713,"경기도 성남시 중원구 광명로 347, (금광동)",09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:00,-,10:00~21:00,주간
바다약국,032-674-2569,"경기도 부천시 소사로 754, (원종동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-,주간
정성약국,031-256-7614,경기도 수원시 팔달구 장안로 3,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~18:00,-,-,주간
